,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
10,2.373954,2.5037012,2.3725982,1.9553552,3.1080823,2.5735373,2.2712555,2.712245,2.1640203,2.0277004,2.470665,2.0005822,2.4460142,2.6583688,2.3803527,2.5717905,2.4671562,2.5022705,2.3139307,1.5477097,2.055214,2.2565274,2.579598,2.2753985,2.620128,2.3276916,2.706518,2.252853,2.553817,2.5360959,2.5530796,3.2789125,2.0720036,2.902963,2.3876686,2.406299,2.6575263,2.2377038,3.0578177,2.456637,2.3760862,2.685863,2.5957942,1.5909568,2.605701,1.6175342,2.522307,2.642006,2.3166087,2.572964,2.5048711,2.3547938,2.2927158,1.5264224,1.9122576,2.094502,2.4545612,2.225091,2.735756,2.3672817,2.5342643,2.2285829,2.7171183,2.4188948,2.7918293,3.6757154,2.207554,2.8795054
11,2.3465884,2.1158211,2.5926714,1.690115,2.7531042,2.6428642,2.3757155,2.7434618,2.1203732,2.0338628,2.5419183,1.955938,2.4423933,2.6741014,2.5401683,2.4868164,2.606815,2.613635,2.2199636,1.5975518,1.978847,2.3016024,2.7205954,2.377664,2.529055,2.3040216,2.7787316,2.179533,2.6836338,2.5832672,2.9288764,3.2347171,2.262635,2.6583595,2.4551623,2.4229918,2.590982,1.6854194,3.0897124,2.6551447,2.4819899,2.7313936,1.9562956,2.1393518,2.5508933,1.9702966,2.4407825,2.7548816,2.3365047,2.2616115,2.5118554,2.5195,2.4530249,1.6380796,2.015439,2.321927,2.5778575,2.218164,2.7248223,2.2745981,2.6506774,2.21529,2.7641993,2.2640636,3.2063558,3.407668,2.1436539,3.0616498
12,2.392089,2.3158882,2.500458,1.7860436,2.6093585,2.659838,2.1993818,2.645935,2.2886693,2.3154771,2.447533,1.946939,2.4227982,2.7968047,2.1635067,2.536442,2.6127872,2.4563363,2.354975,1.5314287,1.9261459,2.3670182,2.6241024,1.996527,2.47875,2.2833743,2.6620288,2.203609,2.7170417,2.5561323,2.7752924,3.2949095,2.2652519,2.7884934,2.4284143,2.549327,2.4758627,1.7695913,3.1350815,2.6070518,2.177932,2.7180765,1.8559341,2.2760599,2.5766222,1.8930048,2.4688478,2.5815594,2.4486463,2.3908477,2.822502,2.5363712,2.3419545,1.5526003,2.0014243,2.1595569,2.5234678,2.043235,2.6448503,2.2877746,2.6160614,2.1547682,2.752208,2.494927,2.5647457,3.4766371,2.2569654,3.070676
13,2.3053265,2.4714816,2.5414572,1.7633904,3.2520156,2.6455956,2.3833687,2.6887367,2.3820825,2.131221,2.5374928,1.8644148,2.5058823,2.7108607,2.4709527,2.3954785,2.37439,2.451021,2.459718,1.6598951,2.1204472,2.2139072,2.5558445,2.3653445,2.64836,2.4341784,2.6986809,2.1359859,2.7419941,2.475445,2.686612,3.5049658,2.070989,2.7711933,2.3687675,2.4270542,2.5815167,1.8407873,3.1284492,2.7536824,2.3293078,2.6934092,2.2660866,2.3549254,2.5478299,1.9432529,2.512669,2.675054,2.5230858,2.4890013,2.647916,2.6362202,2.486212,1.5206861,2.1113412,2.4154267,2.5554895,2.288862,2.673187,2.1901417,2.7614186,2.1654143,2.7172415,2.327689,2.868577,3.4964285,2.4091005,2.9678776
14,2.3365602,2.4227548,2.4209874,1.8416548,2.7282732,2.557232,2.452011,2.7152479,2.016511,2.154989,2.550058,1.8451772,2.3767486,2.842577,2.6002293,2.3567111,2.4152293,2.173112,2.1751485,1.5680007,2.0385597,2.1591065,2.517951,2.080874,2.6612508,2.307585,2.652461,2.2751737,2.705121,2.4701948,2.502073,3.523178,2.7376966,2.6965768,2.687379,2.1538355,2.5112262,1.7436057,3.0620115,2.7271726,2.3681815,2.733876,2.056137,2.088873,2.5255497,1.8027474,2.2912593,2.7793074,2.331588,2.2255003,2.5849047,2.4108095,2.2742162,1.6512536,2.1457224,2.2719712,2.5479372,2.240002,2.5864494,2.1298678,2.433048,2.12503,2.9981246,2.447543,2.8474169,3.3657076,2.242755,2.8552492
15,2.3626938,2.4840734,2.285901,1.9211838,3.2529528,2.7179608,2.3844776,2.645221,2.2203567,2.1758213,2.550263,1.7975866,2.4685252,2.895827,2.5693777,2.4803417,2.4675653,2.460998,2.3469803,1.566546,1.94569,2.0918233,2.5153797,2.1549406,2.4975204,2.4156036,2.5870762,2.2747393,2.7253933,2.328408,2.8167353,3.4277549,2.210119,2.8533082,2.436069,2.0995784,2.5266788,1.7106321,2.9385777,2.4563394,2.451018,2.7985673,2.5108535,1.4173985,2.578486,1.8761489,2.5810864,2.7680712,2.4834113,2.1904104,2.6512973,2.4819567,2.373308,1.2814598,1.9781148,2.2071388,2.5072773,2.3256435,2.7216024,2.2438014,2.7317138,2.1724465,2.8639233,2.4020393,2.895035,3.5783489,2.1924038,3.0097022
16,2.2616942,2.786111,2.4621277,1.8289098,3.1612294,2.6600857,2.5021698,2.7650092,2.0827453,2.0261633,2.5580442,1.9421384,2.5062294,2.7831035,2.6268506,2.4491062,2.68457,2.4836237,2.264199,1.596325,2.0991526,2.2670085,2.7193544,2.1285174,2.6802182,2.3773258,2.7726207,2.1498723,2.621993,2.527386,2.8999498,3.2916262,2.3583803,3.0403283,2.429811,1.9298935,2.5346842,1.8169081,3.3361661,2.632123,2.5021026,2.7997997,2.2012784,2.1257162,2.6669803,1.9414171,2.5354211,2.9052868,2.6700697,2.4737802,2.4307437,2.4960542,2.5421643,1.5288944,2.057827,2.2468395,2.6387012,2.160004,2.669937,2.3041253,2.7198138,2.2284098,2.755689,2.462003,2.9855754,3.32766,2.3359966,2.9695628
17,2.471592,2.3587728,2.5343838,1.7060497,2.9171944,2.5998318,2.300865,2.7810068,2.0548272,2.0953772,2.5174727,1.8803885,2.5323107,2.9765728,2.471685,2.4446778,2.5072758,2.2574,2.3853953,1.4827427,2.0753207,2.307577,2.6233358,2.285637,2.5146224,2.3395197,2.6068244,2.2187777,2.7411938,2.4900346,2.774292,3.3931217,2.6197343,2.8366158,2.5429611,2.3791838,2.4935317,1.7974265,3.3449912,2.6371558,2.1415749,2.6061387,2.0333166,2.2108774,2.618701,1.8995982,2.3684459,2.8349643,2.5359657,2.4849007,2.5056705,2.5878482,2.4596872,1.5079587,2.066261,2.1526852,2.629231,2.208921,2.7304564,2.262555,2.5570269,2.1721735,2.667261,2.3482752,2.895717,3.085569,2.2891774,2.8828828
18,2.49216,2.4170983,2.563013,1.7389305,3.230285,2.6792915,2.4511826,2.8191807,2.1171007,2.1608286,2.5435915,1.8100703,2.4759698,3.035393,2.4862692,2.3401458,2.5690641,2.4160073,2.359657,1.5357003,2.0462542,2.352581,2.604428,2.2247248,2.5049996,2.224743,2.7965217,2.1563392,2.5819747,2.4427025,2.87265,3.3487139,2.4582088,2.9480891,2.552174,2.4395602,2.5342453,1.7397096,2.8114321,2.5178676,2.4786837,2.6958141,2.0863721,2.327237,2.475131,1.9464352,2.4989297,2.8805153,2.473868,2.4943473,2.5642354,2.4657514,2.4667675,1.4564916,1.9912974,2.1829505,2.7214835,2.1529663,2.5830417,2.3995643,2.563705,2.2942727,2.6985273,2.4358184,2.7160351,3.2952857,2.2040863,3.0312371
19,2.3602266,2.3252406,2.6986928,1.7942175,3.0035033,2.5338328,2.3003085,2.7153487,2.138819,2.1199129,2.5756986,1.8950408,2.4593754,2.717128,2.4534466,2.3491244,2.4479833,2.3691182,2.4610124,1.5598619,2.048041,2.2504292,2.5357146,2.2076113,2.6201897,2.2770956,2.6943636,2.2154436,2.660091,2.4144614,2.5884593,3.210552,2.2308915,3.014341,2.4504192,2.289467,2.5165095,1.8494118,3.5259006,2.5414548,2.2403913,2.750223,2.0259342,2.2640586,2.597928,1.8088259,2.57415,2.6853092,2.375828,2.5619779,2.5769567,2.6739168,2.4283817,1.4744403,2.232037,2.383802,2.57493,2.2177382,2.6125615,2.3604908,2.5596986,2.130328,2.8887172,2.4026275,2.8502796,3.1364472,2.298641,2.9499946
20,2.4844384,2.3883095,2.5424638,1.8735595,3.1543806,2.6191747,2.3503342,2.7348568,2.2888677,2.0878654,2.5177774,1.8769456,2.521806,2.7645295,2.5294857,2.511313,2.5398788,2.4106295,2.2496681,1.5537232,2.1368566,2.3314388,2.5847807,2.280101,2.4303753,2.3222039,2.6222737,2.2049649,2.7301905,2.4792404,2.4726737,3.1603708,2.2968457,2.8417294,2.4620984,2.2558577,2.5866015,1.7177831,3.3386686,2.6181788,2.3438616,2.826131,2.0283294,2.2311256,2.5832002,1.9942274,2.405168,2.8551877,2.5313134,2.5616796,2.5744672,2.4906116,2.3529663,1.5226732,2.3370092,2.27762,2.5839968,2.196982,2.741377,2.2538993,2.562658,2.2347178,2.7205713,2.4468617,2.7700198,3.211905,2.1697588,2.995579
21,2.3086488,2.2607648,2.4675639,1.8380893,3.230269,2.6293464,2.3713202,2.8015666,2.354904,2.1094368,2.512696,1.8354543,2.5144994,2.7958622,2.34465,2.5333097,2.6137943,2.474895,2.4358132,1.5574805,1.9973634,2.3978896,2.6414008,2.2515788,2.6222308,2.3343866,2.7287323,2.1777983,2.6849465,2.3272107,2.6543477,3.3417652,2.34621,3.041377,2.470669,2.2353494,2.651392,1.8873745,3.1372426,2.5621924,2.4157963,2.646643,2.1566656,2.2564714,2.5891938,1.9153683,2.548943,2.599814,2.5710158,2.433109,2.5184817,2.630651,2.273767,1.602175,2.1068144,2.5001988,2.4485636,2.297899,2.5830505,2.3788621,2.7665143,2.2333848,2.6549666,2.5295231,3.2430816,3.7240827,2.1899655,2.8276303
22,2.348159,2.1825101,2.62653,1.5603315,2.9848993,2.535759,2.4865575,2.8565032,2.290528,2.2334704,2.5833578,1.8596339,2.4572659,3.0278845,2.5094981,2.4414158,2.5908315,2.4403126,2.5142345,1.4373198,2.068312,2.5030534,2.471012,2.140551,2.5591412,2.2601109,2.7641122,2.1911173,2.7024767,2.4235713,2.825206,3.3069336,2.143541,2.7475057,2.3750317,2.2273118,2.6512153,1.4698024,2.7238832,2.503525,2.2449563,2.6470218,2.0417101,2.2123754,2.6290476,1.9531752,2.507525,2.8360436,2.5507839,2.2983267,2.6048975,2.562105,2.4233272,1.6198664,1.9948678,2.1624842,2.6369781,2.1364627,2.5708458,2.1209068,2.589045,2.239472,2.6341832,2.4730885,2.9372025,3.1324606,2.2432597,2.9614081
23,2.2625613,2.3495905,2.6927512,1.9013206,2.899833,2.874082,2.3469598,2.7948744,2.3536055,2.1163402,2.5856066,1.838191,2.4127166,2.6829364,2.1778147,2.416233,2.6594048,2.4223006,2.4531174,1.55387,2.11395,2.579336,2.6237342,2.2093136,2.6372044,2.37076,2.7082894,2.206321,2.7903008,2.4313357,2.8782144,3.1823013,2.142649,2.9530225,2.478622,2.2822328,2.5141878,1.8594283,3.063912,2.6916318,2.3865643,2.7691514,2.0883214,2.1328714,2.5951166,1.9023169,2.4142265,2.7815573,2.589116,2.6884975,2.4211435,2.441101,2.3472426,1.6049899,2.0559828,2.2903628,2.5259461,2.3120892,2.7766185,2.3004644,2.6901374,2.1781774,2.809435,2.3943915,2.8751156,3.624695,2.2997336,2.9500287
24,2.5231826,2.5072496,2.6157174,1.8603066,3.1671648,2.6299999,2.4162188,2.7398732,2.3613937,2.0121186,2.5874534,1.8087703,2.3741584,2.7545004,2.4603567,2.5596325,2.6469622,2.4364092,2.3861642,1.5732045,2.092413,2.4013906,2.5427203,2.288853,2.5839396,2.3068414,2.7278652,2.0633698,2.704624,2.4567358,2.9055483,3.2693813,2.1300545,2.8311763,2.7503126,2.436218,2.5112956,1.8634909,2.9472723,2.733746,2.360318,2.683031,2.1204457,2.2904236,2.498158,1.7586046,2.5206256,2.7148154,2.3589294,2.5157976,2.673649,2.4393497,2.335976,1.4487425,2.0953467,2.326857,2.4850836,2.261649,2.765913,2.3079672,2.7489734,2.0865986,2.830546,2.5297952,2.8760412,3.566072,2.005607,2.9294116
25,2.3187578,2.2859442,2.6856291,1.8955684,3.0278566,2.643668,2.3818862,2.809041,2.2861383,2.1750898,2.527173,1.8761809,2.4850883,2.851139,2.664772,2.4276671,2.7014236,2.2562473,2.353024,1.537834,2.100087,2.3634317,2.5620778,2.2852447,2.5995438,2.2457068,2.7009554,2.1381948,2.6676114,2.4922376,2.730295,3.4004753,2.4010584,2.7583954,2.6153867,2.395011,2.478914,1.8127322,3.102311,2.5944176,2.4529138,2.738286,2.0852118,2.3193727,2.5333557,1.8568014,2.3660417,2.8551908,2.3780665,2.4662826,2.253795,2.4331918,2.368931,1.5710609,1.8853053,2.2827673,2.5058968,2.3292398,2.4723606,2.3461385,2.7018921,2.208233,2.7724926,2.5301795,2.9203796,3.6817498,2.3748076,2.8534558
26,2.4974222,2.6546016,2.5399756,1.7835983,3.3392286,2.6614423,2.4731722,2.7667553,2.1828625,2.1305633,2.5990644,1.9158348,2.3936324,2.9109194,2.5060835,2.5505319,2.5758097,2.2305305,2.2778885,1.5683943,2.0446744,2.199304,2.5716794,2.3863502,2.782238,2.2414267,2.7613,2.2051806,2.7252636,2.5593965,2.8851595,3.2037265,2.1390908,2.8766477,2.6387618,2.3070242,2.597804,1.7748737,3.2943363,2.5610595,2.3188362,2.8224633,2.2929575,2.4154527,2.4730642,1.8745519,2.414003,2.9009078,2.4542503,2.4781873,2.506734,2.4183092,2.454871,1.6177918,2.186664,2.3598933,2.5544603,2.2605054,2.8314593,2.410369,2.6418674,2.16502,2.79137,2.366983,2.7907574,3.5921516,2.188763,3.006885
27,2.5075526,2.3112383,2.5022671,1.7840594,3.2787929,2.560562,2.458303,2.7459204,2.0882664,2.1875901,2.5573199,1.70035,2.5395594,2.7601323,2.460343,2.5008168,2.58546,2.4524083,2.3736866,1.5663148,2.069733,2.3903491,2.5096111,2.2563233,2.523435,2.296616,2.6360462,2.1799488,2.6931846,2.4657955,2.983095,3.2210562,2.25296,2.844388,2.4779775,2.399873,2.4929605,1.9460546,3.0151834,2.5689948,2.45127,2.650687,2.2996566,2.289848,2.65418,1.8253561,2.4166276,2.6912148,2.359319,2.521913,2.54557,2.4458315,2.3678594,1.4812853,2.0582952,2.3704062,2.5798497,2.2472916,2.538041,2.3843546,2.6982553,2.1680255,2.7443645,2.4583118,2.8943648,3.3108354,2.2414188,2.9881568
28,2.7137268,2.2348602,2.5098293,1.9141917,3.0464165,2.670191,2.5143795,2.8532486,2.1748765,2.0283816,2.5795002,2.011627,2.549614,2.8749456,2.4728496,2.5952177,2.5819767,2.4203,2.441829,1.4925028,2.0182552,2.5014343,2.532531,2.2768276,2.712393,2.319582,2.7399251,2.1601954,2.6652305,2.3866832,2.914406,3.5236785,2.2245672,3.0225296,2.5116403,2.3646746,2.5204558,1.8171338,2.9209728,2.4731867,2.4545074,2.7355113,2.3146071,2.3172297,2.666027,1.9089599,2.567429,2.8263466,2.6210306,2.5803037,2.4810467,2.5112443,2.4528933,1.4120901,2.085258,2.4420285,2.7058287,2.348161,2.8594904,2.3584383,2.7985508,2.2830176,2.7700653,2.4479034,2.7812152,3.2941067,1.9959188,2.9033916
29,2.3364744,2.3155677,2.586217,1.7086773,3.0889964,2.6036067,2.397012,2.6847997,1.8942963,2.0992115,2.4523752,1.8403974,2.5590727,2.7587268,2.6801283,2.4491353,2.574495,2.6491716,2.5003526,1.555419,2.096322,2.366333,2.5017574,2.2248487,2.505337,2.328115,2.6344466,2.004723,2.7193093,2.396393,2.724675,3.1718626,2.0928395,2.824015,2.3360913,2.139294,2.460477,1.8759252,3.1787648,2.661009,2.4950883,2.6782484,2.2063112,2.2553315,2.5712323,1.8341092,2.373531,2.744857,2.5497246,2.2351038,2.580092,2.3639657,2.390288,1.4354,2.072039,1.9596273,2.5517612,2.119748,2.6168985,2.3102183,2.6016407,2.0507267,2.6932507,2.3149095,2.804476,2.963106,2.5896695,2.9369767
