,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
10,2.6253138,2.5764892,2.5398314,1.6201906,3.3138132,2.5091212,2.3683214,2.6339424,2.16818,2.1085925,2.4248717,1.7954925,2.4631221,2.4615593,2.167137,2.6218882,2.5698118,2.1608555,2.2634983,1.5514814,2.2047853,2.2369664,2.5315263,2.1918964,2.5628796,2.234405,2.5767202,2.1151795,2.5396168,2.2686052,2.885696,3.2665672,2.3423178,2.8057663,2.4025183,2.570304,2.4534607,1.7225665,3.3359308,2.694474,2.6208274,2.5870934,1.9288449,2.2197363,2.4775596,1.9807833,2.4682693,2.6574373,2.576343,2.4184775,2.585768,2.5867097,2.428628,1.5655321,2.0768065,2.2664878,2.6107802,2.3493972,2.5159502,2.297724,2.7245739,2.1013253,2.6710632,2.5101836,2.6253016,3.200381,2.25647,2.7423503
11,2.569416,2.2772763,2.3580618,1.6192175,2.9031084,2.5990353,2.4518888,2.6173384,2.1665802,2.1718404,2.4699705,1.8705237,2.5068586,2.743588,2.647637,2.479898,2.5252552,2.3028457,2.3586776,1.6154566,1.9320387,2.264573,2.5280132,2.2619796,2.6664596,2.2615876,2.6225808,2.149723,2.566061,2.466004,3.0402846,2.8496509,2.1601715,2.8144717,2.3285842,2.4113505,2.3669121,1.8140705,2.9745927,2.5870292,2.4678977,2.6735966,2.2733707,2.1297228,2.6586215,1.9519777,2.5516617,2.6403217,2.359302,2.2805321,2.2841744,2.3350024,2.3754935,1.4071645,2.1423604,2.3778758,2.5720723,2.1830254,2.6831374,2.2813642,2.7052405,2.1660168,2.6768079,2.4006355,3.0921075,3.0295296,2.1288872,2.8176982
12,2.2536855,2.5660717,2.4050965,1.7256885,2.977122,2.589199,2.3320181,2.638183,2.1229608,2.152602,2.5198083,1.9292188,2.5416212,2.6400032,2.7382007,2.338948,2.4197156,2.7117863,2.4955053,1.3957901,2.037398,2.2812972,2.4664128,2.3096695,2.7766724,2.2841063,2.6679268,2.1889584,2.7515137,2.4520352,2.5297954,3.0686355,2.4607642,2.9030368,2.5861907,2.3831074,2.6065984,1.7294211,2.9001176,2.6014328,2.3784878,2.7801306,2.1688957,2.0426922,2.5450928,1.907427,2.5856857,2.6532266,2.6310833,2.3869271,2.5153055,2.4870903,2.4785562,1.6469276,2.156795,2.34677,2.5699701,2.3635008,2.7279289,2.1722252,2.8313637,2.220572,2.7149835,2.3964217,2.8003478,3.703707,2.07303,2.9496684
13,2.3591633,2.4207249,2.5117917,1.6927011,2.9105012,2.7117512,2.5931242,2.6849134,2.188945,2.1539488,2.4995494,1.8257183,2.3915431,2.814892,2.5136857,2.5700376,2.3261046,2.5520039,2.3763041,1.7731035,2.1349218,2.4722347,2.551601,2.32035,2.4825513,2.4579194,2.6724508,2.2451735,2.6397579,2.5168886,2.6714492,3.5128407,2.210491,3.1720908,2.4179363,2.240836,2.687263,1.986755,3.0805385,2.6106467,2.320669,2.5105548,2.0300713,2.0712276,2.514965,1.8312205,2.3602574,2.678557,2.4521844,2.5322313,2.5941315,2.4286692,2.5685873,1.7023423,2.1015751,2.2604277,2.5426576,2.4961715,2.6239681,2.2462375,2.6099863,2.0632522,2.6135921,2.5191941,2.7417693,3.1644738,2.1948307,2.892326
14,2.1547916,2.5306413,2.5830216,1.8303542,2.349532,2.6101332,2.3968992,2.6313548,2.4657097,2.025927,2.5790038,1.8828548,2.4118106,2.6047306,2.6962116,2.5674639,2.6453276,2.5377057,2.25828,1.6409292,1.9989746,2.381294,2.5562484,2.2504091,2.5903187,2.2466633,2.793497,2.2421625,2.4630713,2.4154007,2.8212235,3.161562,1.9744514,2.8038175,2.4986203,2.4314756,2.5140173,1.8369999,3.055795,2.5041165,2.4551091,2.5713048,2.1723425,2.212997,2.3448005,1.9409194,2.3422642,2.4772987,2.6645033,2.4952178,2.6375835,2.350896,2.3635435,1.6098603,2.1435533,2.2822351,2.549841,2.441098,2.553724,2.3450623,2.784151,2.250017,2.8037872,2.5120316,2.77861,3.6071177,2.4306612,2.8773627
15,2.3001401,2.3305774,2.5668662,2.0568619,3.3578646,2.5629163,2.354801,2.865117,2.2960942,2.1899443,2.4835517,1.8976538,2.5594852,2.6961548,2.2645152,2.4813886,2.4612103,2.5879636,2.4343188,1.5216643,2.2091577,2.094959,2.5336294,2.2970128,2.6117775,2.3884108,2.5936782,2.1420467,2.7060268,2.3991723,2.641587,3.4092329,2.3346813,2.8975868,2.3919504,2.4514954,2.54966,1.8459185,3.1709378,2.4842637,2.4527757,2.650404,2.1693952,2.114707,2.4956915,1.857077,2.4968405,2.7147079,2.1945493,2.380223,2.5788329,2.7037797,2.2967324,1.3988489,2.1655512,2.366869,2.6083415,2.225896,2.5928018,2.3451898,2.8581274,2.1828377,2.7057476,2.3343093,3.0252953,3.5250373,2.1266584,2.881351
16,2.4871902,2.595547,2.717323,1.8199425,2.8962576,2.4868076,2.375329,2.6454127,2.331588,2.1922624,2.406592,1.8288108,2.3869512,2.676421,2.4459767,2.505119,2.5579438,2.54673,2.2149005,1.4051069,2.1516955,2.4933097,2.4442403,2.3860657,2.5987236,2.289003,2.6419938,2.22148,2.6102428,2.4414916,2.7093983,3.1293204,2.4372542,2.8252225,2.2771964,2.3595304,2.455056,1.7596982,3.098574,2.642117,2.5287662,2.679983,1.9483978,2.2039354,2.7558994,1.9728549,2.5567682,2.6124525,2.4347026,2.2916121,2.5350637,2.3350646,2.3814616,1.5578523,1.9940733,2.2838264,2.4287,2.2967207,2.9144201,2.278056,2.607314,2.148283,2.7050161,2.4923348,2.6297696,3.5979426,2.1647806,2.8462994
17,2.272409,2.5672486,2.3351548,1.6719862,3.006801,2.624461,2.418604,2.852174,2.0341146,1.9124138,2.401873,1.9063481,2.5245218,2.7092466,2.5469027,2.6332977,2.6604307,2.5780473,2.380099,1.3866824,1.9887635,2.534022,2.5123608,2.2541027,2.7204423,2.1699252,2.5958931,2.1680136,2.7160764,2.41516,3.041724,3.2196136,2.072039,2.75156,2.468238,2.2745812,2.3734746,1.8878824,3.4221227,2.6509447,2.3961687,2.6817558,2.027601,2.2543619,2.5076156,2.0116248,2.3921049,2.8241081,2.5673926,2.4797373,2.4653752,2.3563724,2.276884,1.3295066,2.0454504,2.4647937,2.4680398,2.370895,2.624777,2.209386,2.6179514,2.1484149,2.80307,2.3892248,2.7643096,3.0528305,2.286387,2.7578197
18,2.4012766,2.725252,2.4757385,1.7584805,3.3487835,2.7702384,2.3480947,2.5338838,2.4153001,1.9858065,2.4962358,2.063786,2.4598594,2.7064667,2.5332668,2.4497359,2.443275,2.6920938,2.3229349,1.5410167,1.9981761,2.3876402,2.4426115,2.3216727,2.7370005,2.3130815,2.6566985,2.2380025,2.565055,2.442728,2.8580825,3.049389,2.4567525,2.9873664,2.4975917,2.4811995,2.434218,1.862805,3.1655016,2.635188,2.3749897,2.4935143,2.2885003,1.810259,2.4996443,1.921363,2.579581,2.4836397,2.6781013,2.2577045,2.6339364,2.6298304,2.3633,1.7519943,2.0417044,2.2873151,2.5190067,2.2339709,2.7254589,2.2444327,2.673234,2.1849241,2.717963,2.5150046,2.6701705,3.5822804,2.3211298,2.902295
19,2.6111474,2.362447,2.4950771,1.7256391,3.077077,2.6204805,2.4566045,2.626711,2.193737,2.0225437,2.6347706,1.7678757,2.5377378,2.704234,2.6906426,2.495744,2.6083438,2.5193791,2.2894056,1.6008176,2.0379078,2.2625005,2.4659917,2.2178197,2.6158676,2.2096584,2.5340292,2.245021,2.5986333,2.3558154,2.7135007,3.5965726,2.489337,2.8324325,2.443981,2.2146356,2.5168436,1.7634871,2.8421576,2.4943206,2.2935474,2.678247,2.2443774,2.2242522,2.553529,1.8693073,2.4048622,2.5969334,2.4293997,2.454302,2.4586,2.674024,2.4211607,1.6013551,1.9772836,2.4280405,2.4571497,2.269194,2.6058478,2.283113,2.7280054,2.180356,2.795708,2.372694,2.8226545,3.3360212,2.1948783,2.950998
20,2.4359477,2.4322307,2.3957233,1.9081017,2.4979541,2.7607362,2.4513252,2.8205369,2.1965315,2.2812443,2.4567766,1.8991109,2.4587681,2.8624806,2.324674,2.401668,2.4106398,2.6855564,2.3194728,1.5640976,2.0617452,2.2262256,2.5739784,2.3525944,2.6619341,2.325225,2.718828,2.1713173,2.5327723,2.6466892,2.7649884,3.0715885,2.1954722,2.9273117,2.5182047,2.2994175,2.3932674,1.9218485,2.8137045,2.5445487,2.331844,2.6979136,2.1595244,2.2811942,2.5907056,1.8989677,2.5239038,2.7411807,2.5789943,2.455453,2.5779636,2.3953538,2.290512,1.5383345,2.0537615,2.4041553,2.4783726,2.18759,2.679721,2.377308,2.5365753,2.2128606,2.6235428,2.4138339,2.8076997,3.2528167,2.4536297,2.781745
21,2.1686556,2.537439,2.4554203,1.7451824,3.0092866,2.5604067,2.4014673,2.7754784,2.2045267,2.122903,2.4578097,1.8842773,2.49646,2.6796677,2.7373629,2.4192576,2.6751375,2.5201023,2.4182975,1.6550707,2.0596268,2.3831613,2.5917559,2.3137074,2.6337845,2.2905781,2.6652837,2.1176755,2.5366364,2.3309343,2.8717628,3.2210622,2.0549726,2.7728417,2.4704747,2.3622658,2.4118812,1.8100781,3.3711154,2.5494213,2.5191832,2.7767782,2.1224854,2.1535861,2.5017188,1.8520678,2.542721,2.8910882,2.2026918,2.6939332,2.7549798,2.4455802,2.3713138,1.5406631,2.023283,2.4199324,2.4543424,2.2087703,2.5036323,2.2395408,2.607368,1.9816213,2.7270992,2.459213,2.756565,3.2376976,2.178111,2.891903
22,2.6682074,2.5927713,2.5022078,1.6775466,3.0303082,2.7124765,2.391836,2.7137873,2.1301568,2.1601238,2.3664649,1.8931712,2.6927028,2.8068106,2.4382014,2.366172,2.5490754,2.52953,2.2358785,1.5015389,2.0782874,2.3907595,2.5222368,2.2751698,2.6940024,2.347626,2.6884425,2.1059203,2.719441,2.609396,2.8984823,3.4405682,2.271689,2.9915285,2.4277048,2.5733376,2.5666265,1.819561,3.1987944,2.3956175,2.2779129,2.5056086,2.4030745,2.2721527,2.370349,1.9360055,2.388336,2.7558956,2.3067074,2.6065633,2.539072,2.7535098,2.3374517,1.4155786,2.0035074,2.408684,2.478745,2.1414084,2.7019641,2.3831658,2.7085073,2.1787155,2.5890875,2.511906,3.0163982,3.4624662,2.229933,2.8368928
23,2.4729753,2.5317657,2.3832383,2.1918266,3.1481445,2.685674,2.382081,2.771056,2.153256,2.092437,2.3844438,1.8118324,2.5438454,2.5366971,2.7559597,2.4481978,2.3860435,2.4892447,2.297494,1.5654122,2.1299205,2.309548,2.6353893,2.3271346,2.6005535,2.3243518,2.7388883,2.187252,2.610372,2.4891458,2.8454266,3.3094704,2.2700355,2.8264854,2.4456263,2.217808,2.469763,1.8650469,3.0701447,2.6133149,2.346765,2.6779127,2.2553284,2.0246105,2.6494393,1.942162,2.3536036,2.8040755,2.4832966,2.5496569,2.312569,2.446876,2.27756,1.5459833,1.9242128,2.3577209,2.6288772,2.3618882,2.592139,2.360726,2.7045965,2.11387,2.722115,2.5801795,2.7598445,3.603555,2.2767706,2.766942
24,2.5356624,2.738143,2.4321406,1.8264728,3.064538,2.759103,2.2713742,2.7775042,2.0493646,2.1691298,2.4779956,1.9637504,2.432007,2.730826,2.6270192,2.501106,2.48442,2.5501053,2.3527925,1.3674203,1.9818944,2.2731957,2.4572783,2.2727969,2.5118246,2.34882,2.7562659,2.2155657,2.571805,2.446713,2.8510158,3.407877,1.9849737,2.9468172,2.7095432,2.4731596,2.6037002,1.7771354,3.2573202,2.6513085,2.3338945,2.7286,2.1398888,2.0172691,2.4924912,1.8372539,2.6245503,2.7354598,2.5525017,2.4182882,2.7423167,2.622659,2.268718,1.5975701,1.8801633,2.2735581,2.5572903,2.313346,2.5839965,2.382909,2.7844956,2.2687278,2.7387254,2.4272015,2.9206212,2.9334903,2.3637478,2.8881872
25,2.5615036,2.6281195,2.7419167,1.821883,2.904308,2.6551878,2.5226622,2.617488,2.0880432,2.1076064,2.4854734,1.8823884,2.4047124,2.7910254,2.5139964,2.2398648,2.5945594,2.4247236,2.4172928,1.6181892,2.1119702,2.156125,2.6062264,2.2745116,2.825397,2.31395,2.774729,2.2509265,2.609514,2.3341138,2.7068899,3.536773,2.2071426,2.9189553,2.530391,2.4565954,2.5412064,1.7298663,3.0995934,2.5959213,2.3738208,2.5828185,2.1544425,2.1770194,2.5607402,2.0149686,2.4806602,2.7359266,2.569458,2.2787952,2.536841,2.3805747,2.4025233,1.5999508,2.0799983,2.0839517,2.6147628,2.3255465,2.8501098,2.3033485,2.7437332,2.162619,2.6696265,2.4613693,2.9734273,3.3167381,2.3539593,2.9427028
26,2.2167249,2.6089242,2.5547135,1.7042913,3.1203606,2.5506825,2.3821375,2.5990186,2.1588993,2.0656836,2.416323,1.7032862,2.4820523,2.6497645,2.5225236,2.3478394,2.4849453,2.5495887,2.3354497,1.5342529,2.0344274,2.2456884,2.4581206,2.231852,2.5547473,2.2885752,2.6372216,2.1248536,2.6533024,2.442346,2.8458753,3.5890236,1.9808574,2.843048,2.4443123,2.2449453,2.7103796,1.7265435,3.1309726,2.6343043,2.4650917,2.665728,2.2216043,2.1854904,2.4593067,2.0792787,2.588847,2.716396,2.553218,2.4288137,2.6083019,2.6257815,2.3328102,1.4294438,2.169921,2.2545693,2.4378247,2.3288648,2.5896938,2.253904,2.769676,2.1665506,2.732149,2.3873932,2.5533023,3.37106,2.2646217,2.8151684
27,2.4363391,2.68212,2.5944748,1.8237033,3.3743749,2.617763,2.528488,2.6282842,2.1253464,2.1243975,2.3299963,2.002756,2.3162951,2.8294792,2.6662588,2.5225832,2.503058,2.5884366,2.286077,1.5336081,1.9257803,2.5719974,2.3891518,2.3012376,2.6623793,2.2242632,2.6910055,2.1282291,2.6555388,2.4352202,2.9841652,3.6176412,2.0673463,2.845239,2.5784855,2.3885567,2.6266062,1.701369,3.4242437,2.5823224,2.4856362,2.8928847,2.0852244,2.2139885,2.2831545,2.0049875,2.442253,2.743286,2.448511,2.3693888,2.7179544,2.4385319,2.4677477,1.2929336,2.0293598,2.4542608,2.6766474,2.439828,2.5370615,2.4378777,2.7975266,2.1397283,2.6579185,2.4127138,3.1108537,3.4465108,2.686434,2.897724
28,2.250978,2.381145,2.3261664,1.8125494,2.9368284,2.6240819,2.3663082,2.8221636,2.387944,2.2284348,2.421261,1.7845972,2.5789802,2.6559165,2.571066,2.562091,2.4803832,2.3894467,2.526637,1.4631205,2.054401,2.2764158,2.499983,2.356535,2.607709,2.292941,2.7096646,2.1153305,2.6551487,2.2390137,2.7577574,3.2599082,2.2807105,2.8682985,2.4219306,2.2265415,2.422204,1.8344951,3.0355694,2.6015868,2.4216993,2.614494,2.113072,2.2401705,2.7021224,1.8704126,2.314245,2.7571242,2.8243814,2.5049114,2.640644,2.776873,2.4507587,1.5956014,2.041377,2.383859,2.3488917,2.3085468,2.4887843,2.325077,2.7697465,2.178262,2.6901166,2.452692,2.9522808,3.558831,2.189647,2.9354317
29,2.2082372,2.4996648,2.5110388,1.4756308,3.0395145,2.6363623,2.2737916,2.7523706,2.2837405,2.0919216,2.3912547,1.790014,2.5899432,2.5197072,2.3210237,2.6067007,2.3985484,2.5857553,2.2304502,1.4401239,2.0651877,2.2737417,2.5497823,2.3709064,2.6048298,2.3578105,2.5862153,2.099614,2.5967128,2.3354836,2.823179,3.3678434,2.3679926,2.9388034,2.6008418,2.2936645,2.4680438,1.8804543,2.9553928,2.6226254,2.3751438,2.7218165,1.9986731,2.1814778,2.4968827,1.9680647,2.4588013,2.5902638,2.7861202,2.4376445,2.6278,2.374065,2.3811684,1.4128205,1.9831357,2.4771233,2.5994093,2.3188696,2.490177,2.2869544,2.6269042,2.198619,2.6435046,2.299838,3.0217192,2.8285325,2.238739,2.842604
